,Address,City,Zip Code,Price,sqft,# of Beds,# of Baths
846,934 Windy Meadow Drive,Plano,75023,338000,,4.0,2.0
847,6512 Texana Way,Plano,75074,365000,,3.0,3.0
848,3425 Brunchberry Lane,Plano,75023,399000,,3.0,2.0
849,3700 Straw Harvest Drive,Plano,75075,399900,,3.0,3.0
850,1400 Kittery Drive,Plano,75093,399999,,3.0,2.0
851,3705 Longbow Lane,Plano,75023,424900,,3.0,2.0
852,2224 Dampton Drive,Plano,75025,479100,,4.0,4.0
853,1809 Sandpiper Lane,Plano,75075,537000,,4.0,4.0
854,5032 Silver Lake Drive,Plano,75093,1150000,,5.0,5.0
855,6817 Amaretto Court,Plano,75024,2999900,,5.0,7.0
856,2104 Willow Bend Drive,Plano,75093,4800000,,7.0,14.0
857,1605 Tampico Drive,Plano,75075,219900,,3.0,2.0
858,5 Eastvale Place,Plano,75074,287999,,3.0,2.0
859,1128 Gannon Drive,Plano,75025,290000,,3.0,2.0
860,3025 Bonsai Drive,Plano,75093,295000,,2.0,2.0
861,2905 Newport Circle,Plano,75075,319900,,3.0,3.0
862,1133 Nickerson Lane,Plano,75094,335000,,4.0,2.0
863,7616 Capella Court,Plano,75025,340000,,3.0,2.0
864,4121 Midnight Drive,Plano,75093,350000,,4.0,2.0
865,7801 Slater Trail,Plano,75025,350000,,3.0,2.0
866,3809 Solarium Place,Plano,75075,355000,,3.0,3.0
867,3408 Porter Creek Drive,Plano,75025,370000,,3.0,3.0
868,7536 Crested Butte Drive,Plano,75025,375000,,4.0,3.0
869,3817 Graphic Place,Plano,75075,390000,,4.0,3.0
870,1804 Tampico Drive,Plano,75075,394995,,3.0,2.0
871,6420 Hermosa Drive,Plano,75024,395000,,3.0,3.0
872,1800 Switzerland Avenue,Plano,75025,400000,,4.0,3.0
873,5781 Lois Lane,Plano,75024,400000,,3.0,3.0
874,3704 Aransas Drive,Plano,75025,415000,,4.0,3.0
875,1417 Callaway Drive,Plano,75075,415000,,3.0,3.0
876,2808 Mollimar Drive,Plano,75075,419900,,4.0,3.0
877,3552 Bender Trail,Plano,75075,424900,,4.0,3.0
878,1705 Tawakoni Lane,Plano,75075,435000,,4.0,3.0
879,2320 Cimmaron Drive,Plano,75025,441000,,5.0,3.0
880,9705 Royal Lytham Drive,Plano,75025,449000,,5.0,4.0
881,4441 Bentley Drive,Plano,75093,450000,,3.0,3.0
882,3613 Slickrock Drive,Plano,75074,454900,,4.0,4.0
883,1908 Uplands Drive,Plano,75025,475000,,4.0,4.0
884,2917 Falling Brook Drive,Plano,75023,495000,,6.0,4.0
885,6404 Dunmoor Drive,Plano,75093,525000,,4.0,3.0
886,3608 Danbury Lane,Plano,75074,535000,,5.0,4.0
887,1412 Alberti Avenue,Plano,75075,599900,,4.0,4.0
888,6509 Hillswick Drive,Plano,75093,665000,,4.0,4.0
889,1809 Triple Crown Lane,Plano,75093,700000,,4.0,3.0
890,3053 Greenhill Drive,Plano,75093,799500,,4.0,3.0
891,5909 Fairchild Court,Plano,75093,949000,,5.0,5.0
892,1709 ANGLEBLUFF Lane,Plano,75093,999000,,4.0,5.0
893,5321 Inverrary Drive,Plano,75093,1449900,,5.0,5.0
894,1700 Amelia Court,Plano,75075,140000,,1.0,1.0
895,2005 Meadowcreek DR,Plano,75074,250000,,3.0,2.0
896,4024 Angelina Drive,Plano,75074,279900,,3.0,2.0
897,2601 Marsh Lane,Plano,75093,300000,,2.0,2.0
898,820 Simon Drive,Plano,75025,305000,,3.0,2.0
899,1308 Lufkin Drive,Plano,75093,309900,,3.0,2.0
900,6203 Rainier Road,Plano,75023,325000,,3.0,2.0
901,4025 Mesa Drive,Plano,75074,332000,,3.0,3.0
903,6716 Darton Drive,Plano,75023,350000,,3.0,2.0
904,8304 Tavaros Drive,Plano,75024,350000,,4.0,2.0
905,1505 Baffin Bay Drive,Plano,75075,364900,,3.0,3.0
906,6821 Thorncliff Trail,Plano,75023,365000,,4.0,2.0
907,4324 Palmdale Drive,Plano,75024,365000,,4.0,2.0
908,1508 Croston Drive,Plano,75075,369000,,3.0,3.0
909,1601 Glenwick Drive,Plano,75075,375000,,3.0,3.0
910,3536 Stroll Road,Plano,75025,375000,,3.0,2.0
911,3932 Carrizo Drive,Plano,75074,386900,,4.0,3.0
912,2305 Newcastle Circle,Plano,75075,395000,,4.0,4.0
913,3629 Big Horn Trail,Plano,75075,400000,,4.0,3.0
914,5781 Lois LN,Plano,75024,400000,,3.0,3.0
915,9213 Fairwood Court,Plano,75025,430000,,4.0,3.0
916,3609 Banks Circle,Plano,75025,445000,,4.0,3.0
917,2437 Fieldlark Drive,Plano,75074,450000,,3.0,2.0
918,4705 Bayview Drive,Plano,75093,450000,,3.0,3.0
919,4201 Tidworth Drive,Plano,75093,462000,,4.0,4.0
920,2300 Belmont Place,Plano,75023,475000,,4.0,3.0
921,3300 Edwards Drive,Plano,75025,489000,,4.0,4.0
922,6841 Flicker Lane,Plano,75074,489900,,4.0,4.0
923,6817 Oak Park Lane,Plano,75023,495000,,4.0,4.0
924,6328 Park Meadow Lane,Plano,75093,519000,,3.0,3.0
925,4204 Warminster Drive,Plano,75093,530000,,5.0,4.0
926,3236 Caravan Drive,Plano,75025,535000,,4.0,4.0
927,1505 Parliament Lane,Plano,75093,571000,,4.0,3.0
928,5908 Sandhills Circle,Plano,75093,675000,,5.0,4.0
929,5600 Saint Peter Drive,Plano,75093,759900,,5.0,4.0
930,5505 Grasmere Drive,Plano,75093,799900,,4.0,5.0
931,7808 Merit Lane,Plano,75024,839000,,3.0,4.0
932,5809 ROSWELL Drive,Plano,75093,1175000,,5.0,6.0
933,2912 meadows Drive,Plano,75074,197000,,4.0,3.0
934,12 Eastcreek Place,Plano,75074,245000,,4.0,2.0
935,2005 Meadowcreek Drive,Plano,75074,250000,,3.0,2.0
936,3928 Villa Downs Drive,Plano,75023,299000,,3.0,2.0
937,7133 Goldenrod Drive,Plano,75025,329000,,3.0,3.0
938,3621 Worthington Way,Plano,75023,330000,,3.0,2.0
939,7112 Van Gogh Drive,Plano,75093,335000,,3.0,2.0
940,7916 Country Ridge Lane,Plano,75024,339000,,3.0,2.0
941,4000 Bandera Drive,Plano,75074,349500,,4.0,2.0
942,2800 Winterplace Circle,Plano,75075,349900,,4.0,2.0
943,7317 Ryan Drive,Plano,75025,429900,,4.0,3.0
944,3721 Atrium Drive,Plano,75075,430000,,3.0,3.0
945,6008 Sargent Drive,Plano,75094,439995,,5.0,3.0
946,3001 Charring Cross,Plano,75025,470000,,4.0,4.0
947,6728 Alcove Lane,Plano,75024,490000,,4.0,3.0
948,5057 TRAIL LAKE Drive,Plano,75093,650000,,3.0,3.0
949,5613 Risborough Drive,Plano,75093,700000,,5.0,4.0
950,7812 Secluded Avenue,Plano,75024,999500,,3.0,4.0
951,5008 Bellaire Drive,Plano,75093,1200000,,5.0,6.0
952,3817 Ranch Estates Drive,Plano,75074,1225000,,7.0,7.0
953,5625 Kelly Lane,Plano,75093,1695000,,6.0,5.0
954,1627 Hawthorne Lane,Plano,75074,235000,,3.0,1.0
955,791 Antoine Drive,Plano,75023,285000,,3.0,3.0
956,4432 Bentley Drive,Plano,75093,399950,,3.0,2.0
957,3836 Santiago Drive,Plano,75023,425000,,4.0,3.0
958,3300 Canoncita Lane,Plano,75023,460000,,4.0,4.0
959,5837 Pathfinder Trail,Plano,75093,560000,,4.0,4.0
960,3312 Emily Drive,Plano,75093,667500,,4.0,4.0
961,1620 Farmstead Street,Plano,75075,809000,,5.0,6.0
962,6609 Indian Trail,Plano,75024,1150000,,5.0,6.0
963,933 Shenandoah Drive,Plano,75023,210000,,3.0,2.0
964,736 Warwick Drive,Plano,75023,259900,,3.0,2.0
965,3407 San Mateo Drive,Plano,75023,265000,,3.0,3.0
966,9909 Monastery Drive,Plano,75025,279995,,2.0,2.0
967,2816 Laurel Lane,Plano,75074,280000,,4.0,2.0
968,4024 Hedgerow Drive,Plano,75024,299000,,3.0,3.0
969,7104 Dalewood Drive,Plano,75074,349000,,4.0,2.0
970,3416 Brunchberry Lane,Plano,75023,350000,,4.0,2.0
971,3412 Flat Creek Drive,Plano,75025,350000,,3.0,4.0
972,4649 Home Place,Plano,75024,385000,,4.0,3.0
973,2600 Chamberlain Drive,Plano,75023,394500,,3.0,3.0
974,9840 De Loach Drive,Plano,75025,400000,,3.0,3.0
975,7400 Hamner Lane,Plano,75024,489000,,4.0,4.0
976,1920 Jubilee Road,Plano,75093,520000,,5.0,3.0
977,6612 Shady Point Drive,Plano,75024,725000,,4.0,4.0
978,2621 Boedeker Drive,Plano,75074,205000,,2.0,2.0
979,6721 Norway Court,Plano,75023,285000,,3.0,2.0
980,1526 W Spring Creek Parkway,Plano,75023,335000,,3.0,2.0
981,2008 Midcrest Drive,Plano,75075,374900,,4.0,3.0
982,1708 Lake Shore Lane,Plano,75023,445000,,4.0,3.0
983,4200 Warminster Drive,Plano,75093,525000,,4.0,3.0
984,3709 Randa DR,Plano,75074,240000,,3.0,2.0
985,3803 Silverstone Drive,Plano,75023,255000,,3.0,2.0
987,7216 Mediterranean Drive,Plano,75093,300000,,2.0,3.0
988,7901 Mulchin S Way,Plano,75024,340000,,3.0,2.0
989,2701 Prestonwood Drive,Plano,75093,540000,,3.0,3.0
990,3425 Melanie LN,Plano,75023,540000,,4.0,4.0
991,3401 Twin Lakes Way,Plano,75093,1548500,,6.0,8.0
992,2625 Ezekial Way,Plano,75074,215000,,2.0,2.0
993,2108 Overglen Drive,Plano,75074,249000,,3.0,2.0
994,1313 Berkeley Court,Plano,75023,299000,,3.0,2.0
995,1302 Nest Place,Plano,75093,307000,,3.0,2.0
996,6500 Wickliff Trail,Plano,75023,339500,,3.0,3.0
997,4140 Aldenham Drive,Plano,75024,339900,,3.0,3.0
998,6713 Osage Trail,Plano,75023,340000,,4.0,3.0
999,3933 Carrizo Drive,Plano,75074,349900,,4.0,3.0
1000,4416 Boston Drive,Plano,75093,399900,,4.0,3.0
1001,3104 Charring Cross,Plano,75025,410000,,4.0,3.0
1002,4617 Portrait Lane,Plano,75024,434500,,4.0,3.0
1003,3701 TrilogyDrive,Plano,75075,444900,,4.0,3.0
1004,4716 Rabbit Trail,Plano,75074,599000,,4.0,4.0
1005,7901 Windrose Avenue,Plano,75024,5100000,,4.0,5.0
1006,2613 Tilden Drive,Plano,75074,245000,,3.0,3.0
1007,1447 Vanderbilt Drive,Plano,75023,250000,,3.0,2.0
1008,908 Harvest Glen Drive,Plano,75023,255000,,3.0,2.0
1009,2424 Majestic Drive,Plano,75074,255000,,3.0,2.0
1010,6532 Ute Court,Plano,75023,294000,,3.0,2.0
1011,9004 Azinger Drive,Plano,75025,325000,,3.0,2.0
1012,6800 Hickory Creek,Plano,75023,330000,,3.0,3.0
1013,3932 Capricorn Court,Plano,75023,335000,,3.0,3.0
1014,3924 Windford Drive,Plano,75025,343900,,3.0,3.0
1015,2408 Windsor Place,Plano,75075,389900,,4.0,3.0
1016,4616 Ringgold Lane,Plano,75093,400000,,4.0,2.0
1017,3117 Aurora Drive,Plano,75093,419888,,3.0,3.0
1018,4733 Durham Drive,Plano,75093,430000,,3.0,3.0
1019,3581 Stroll Road,Plano,75025,475000,,4.0,4.0
1020,5000 Castle Creek Court,Plano,75093,1275000,,5.0,6.0
1021,2916 BEAUCHAMP Drive,Plano,75093,1295000,,5.0,5.0
1022,3509 Twin Lakes Way,Plano,75093,2465000,,6.0,7.0
1023,5600 Cradlerock Circle,Plano,75093,3500000,,6.0,9.0
1024,3801 14th Street,Plano,75074,162500,,2.0,2.0
1025,2204 W Park Boulevard,Plano,75075,220000,,2.0,3.0
1026,3344 Tarkio Road,Plano,75074,255000,,3.0,2.0
1027,1741 Blossom Trail,Plano,75074,265000,,3.0,2.0
1028,6409 Fort Scott Court,Plano,75023,269000,,4.0,2.0
1029,3501 Deep Valley Trail,Plano,75023,370000,,3.0,3.0
1030,8633 Pauline Street,Plano,75024,389000,,3.0,3.0
1031,3209 Sailmaker Lane,Plano,75023,424905,,4.0,3.0
1032,4108 Aldenham Drive,Plano,75024,450000,,4.0,3.0
1033,4504 Crown Ridge Drive,Plano,75024,485000,,4.0,3.0
1034,5985 Tipperary Drive,Plano,75093,687000,,5.0,4.0
1035,3308 Castle Drive,Plano,75074,299900,,3.0,2.0
1036,2425 Fairview Drive,Plano,75075,325000,,4.0,3.0
1037,8429 Pipe Stone Drive,Plano,75025,339900,,3.0,2.0
1038,4421 Early Morn Drive,Plano,75093,349000,,4.0,2.0
1039,2708 Cotton Court,Plano,75093,400000,,3.0,3.0
1040,2541 Indian Paint Drive,Plano,75025,419000,,4.0,3.0
1041,548 Shoreline Street,Plano,75075,599999,,3.0,4.0
1042,5621 Snowberry Drive,Plano,75094,689900,,5.0,4.0
1043,6604 Josephine Street,Plano,75024,1255000,,3.0,3.0
1044,1607 California Trail,Plano,75023,290000,,3.0,2.0
1045,3916 Rolling Hills Drive,Plano,75025,354900,,4.0,2.0
1046,7220 Netherlands Lane,Plano,75025,370000,,4.0,2.0
1047,2305 Treehouse Lane,Plano,75023,380000,,3.0,3.0
1048,3109 Hilltop Lane,Plano,75075,380000,,3.0,2.0
1049,2225 Delmar Drive,Plano,75075,409000,,4.0,2.0
1050,4077 Olympic Court,Plano,75093,430500,,4.0,3.0
1051,2709 Oakland Hills Drive,Plano,75025,465000,,4.0,4.0
1052,7020 Coverdale Drive,Plano,75024,485000,,3.0,3.0
1053,7016 Redstone Lane,Plano,75024,499000,,3.0,4.0
1054,5121 Seascape Lane,Plano,75093,1050000,,5.0,5.0
1055,5000 Kirkland Court,Plano,75093,1250000,,5.0,5.0
1056,5504 Cavendish Court,Plano,75093,4700000,,5.0,8.0
1057,2117 Winslow Drive,Plano,75023,315000,,3.0,4.0
1058,2708 Royal Oaks Drive,Plano,75074,319900,,4.0,3.0
1059,2305 Newcastle CIR,Plano,75075,395000,,4.0,4.0
1060,9600 Gold Hills Drive,Plano,75025,449900,,5.0,3.0
1061,4421 Risinghill Drive,Plano,75024,495000,,4.0,4.0
1062,3624 Oakcrest Drive,Plano,75025,540000,,5.0,4.0
1063,4612 Vista Grande,Plano,75024,549900,,5.0,5.0
1064,5144 Arrowhead Lane,Plano,75093,615000,,4.0,4.0
1065,1627 Amherst Drive,Plano,75075,399900,,3.0,2.0
1066,2332 San Gabriel Drive,Plano,75074,409000,,4.0,3.0
1067,1724 Westlake Drive,Plano,75075,455000,,4.0,3.0
1068,6013 Hagerman Drive,Plano,75094,459900,,5.0,4.0
1069,4313 Phyllis Lane,Plano,75074,315000,,4.0,3.0
1070,2505 Horseman Drive,Plano,75025,360000,,4.0,3.0
1071,3633 Legendary Lane,Plano,75023,409000,,4.0,2.0
1072,3304 Runabout Court,Plano,75023,439000,,4.0,3.0
1073,4533 Arlen Drive,Plano,75093,474900,,4.0,3.0
1074,3625 Leathertop Drive,Plano,75075,484900,,4.0,3.0
1075,2200 W Park Boulevard,Plano,75075,225000,,2.0,2.0
1076,1928 Hawken Drive,Plano,75023,315000,,3.0,2.0
1077,2613 Ridgewood Drive,Plano,75074,330000,,4.0,2.0
1078,2033 Brabant Drive,Plano,75025,405000,,4.0,4.0
1079,1616 Amber Lane,Plano,75075,449900,,4.0,3.0
1080,6529 Sleepy Spring Drive,Plano,75024,559000,,3.0,3.0
1081,2601 Preston Road,Plano,75093,200000,,1.0,1.0
1082,7036 Jasper Drive,Plano,75074,350000,,4.0,2.0
1083,2308 Regal Road,Plano,75075,424900,,4.0,3.0
1084,7301 Hollingsworth Drive,Plano,75025,499000,,4.0,3.0
1085,4112 Westmoreland Drive,Plano,75093,529900,,5.0,3.0
1086,5920 Royal Palm Drive,Plano,75093,658000,,4.0,4.0
1087,2205 Bradbury Court,Plano,75093,850000,,5.0,5.0
1088,3513 Twin Lakes Way,Plano,75093,2465000,,5.0,7.0
1089,9817 Castlewood Drive,Plano,75025,250000,,2.0,3.0
1091,4821 Mulholland Drive,Plano,75074,449900,,3.0,2.0
1092,5829 Bridle Bend Trail,Plano,75093,596000,,4.0,3.0
1093,3813 Hibbs Street,Plano,75025,599000,,5.0,4.0
1094,4520 Hartford Drive,Plano,75093,336000,,4.0,2.0
1095,901 Brookville Court,Plano,75074,340000,,4.0,4.0
1096,2313 Brennan Drive,Plano,75075,343000,,3.0,3.0
1097,1908 Sandpiper Lane,Plano,75075,365000,,3.0,2.0
1098,3617 Candelaria Drive,Plano,75023,395000,,4.0,3.0
1099,4205 Ambrosia Lane,Plano,75093,410000,,4.0,3.0
1100,621 Arapaho Drive,Plano,75075,420335,,2.0,3.0
1101,4573 Lancelot Drive,Plano,75024,675000,,5.0,4.0
1102,5121 MEADOWSIDE Lane,Plano,75093,1150000,,4.0,4.0
1103,4116 Mesa DR,Plano,75074,339900,,4.0,2.0
1104,5760 Baltic Boulevard,Plano,75024,420000,,2.0,4.0
1105,2824 Kyle Drive,Plano,75075,449999,,4.0,3.0
1106,2600 Royal Birkdale Drive,Plano,75025,475000,,4.0,3.0
1107,3204 Sleepy Hollow Drive,Plano,75093,1095000,,4.0,5.0
1108,6620 Josephine Street,Plano,75024,1149900,,3.0,3.0
1109,1805 W Spring Creek Parkway,Plano,75023,176900,,1.0,1.0
1110,2800 Poplar Court,Plano,75074,239000,,3.0,2.0
1111,2033 Hawken Drive,Plano,75023,325000,,4.0,2.0
1112,2409 Trailwest Lane,Plano,75025,330000,,3.0,2.0
1113,3417 Burnet Drive,Plano,75025,445000,,4.0,4.0
1114,3021 Deansbrook Drive,Plano,75093,667000,,4.0,3.0
1115,1109 F Avenue,Plano,75074,179900,,3.0,1.0
1116,2800 Poplar CT,Plano,75074,239000,,3.0,2.0
1117,1714 Cherokee Trail,Plano,75023,288500,,3.0,2.0
1118,1620 Lorraine Drive,Plano,75074,289900,,4.0,2.0
1119,3248 Parma Lane,Plano,75093,300000,,2.0,3.0
1120,3809 Solarium PL,Plano,75075,355000,,3.0,3.0
1121,2708 Summit View Drive,Plano,75025,382000,,4.0,3.0
1122,3929 Carrizo Drive,Plano,75074,410000,,4.0,3.0
1123,8016 Cornelius Drive,Plano,75024,579000,,3.0,3.0
1124,5144 Arrowhead LN,Plano,75093,615000,,4.0,4.0
1125,2739 N Colfax Circle,Plano,75075,328500,,3.0,2.0
1126,2000 Willow Bend Drive,Plano,75093,4490000,,7.0,11.0
1127,1520 Fairfield Drive,Plano,75074,175000,,3.0,2.0
1128,6401 Meridian Court,Plano,75023,280000,,3.0,2.0
1129,1508 Croston DR,Plano,75075,369000,,3.0,3.0
1130,4549 Wilbarger Street,Plano,75024,551000,,4.0,3.0
1131,9112 Guadalupe Street,Plano,75024,621300,,4.0,3.0
1132,6925 Marigold Court,Plano,75074,335000,,4.0,2.0
1133,4661 HERSHEY Lane,Plano,75024,550000,,4.0,4.0
1134,7624 Highcroft Way,Plano,75024,580900,,3.0,3.0
1135,6112 Echelon Way,Plano,75024,630900,,3.0,4.0
1136,5949 Newgate Lane,Plano,75093,719900,,4.0,4.0
1137,4700 Bear Run Drive,Plano,75093,340000,,3.0,3.0
1138,2605 Laurel Lane,Plano,75074,325000,,4.0,3.0
1139,2033 Ruger Drive,Plano,75023,355000,,3.0,3.0
1140,7048 Pensacola DR,Plano,75074,500000,,6.0,4.0
1142,2537 Bunker Hill Circle,Plano,75075,350000,,4.0,2.0
1143,6208 Preserve Drive,Plano,75024,1563900,,4.0,6.0
1144,3208 Brookshire Drive,Plano,75075,439000,,4.0,3.0
1145,2204 Plantation Lane,Plano,75093,4485000,,6.0,10.0
1146,5508 Seapines Drive,Plano,75093,3300000,,6.0,7.0
1147,2400 Jupiter Road,Plano,75074,129000,,1.0,1.0
1148,2633 Regal Road,Plano,75075,399000,,4.0,3.0
1149,1808 Watermill Court,Plano,75093,1999000,,5.0,7.0
1150,1767 Montgomery Drive,Plano,75075,410230,,3.0,3.0
1151,6824 Bonaparte Court,Plano,75024,1179000,,3.0,3.0
1152,7901 Windrose Avenue Unit# 1403,Plano,75024,1398000,,2.0,3.0
1154,3101 Townbluff Drive,Plano,75075,215000,,2.0,2.0
1155,6713 Mossberg Drive,Plano,75023,415000,,4.0,4.0
1156,3005 Chippenham Drive,Plano,75093,515000,,4.0,4.0
1157,1412 Linden Drive,Plano,75075,314000,,4.0,3.0
1159,9108 Guadalupe Street,Plano,75024,571300,,3.0,3.0
1160,1332 Exeter Drive,Plano,75093,280000,,3.0,2.0
1161,1913 Briarwood Drive,Plano,75074,219000,,3.0,2.0
1162,1801 Hawthorne Lane,Plano,75074,280000,,4.0,2.0
1163,4305 Waterford Drive,Plano,75024,480000,,4.0,4.0
1164,1905 Pleasant Valley Drive,Plano,75023,369900,,3.0,2.0
1165,6600 Josephine Street,Plano,75024,1152000,,3.0,3.0
1166,5341 Tate Avenue,Plano,75093,1449000,,5.0,5.0
1167,8045 Cornelius Drive,Plano,75024,470900,,3.0,3.0
1168,5765 Lois Lane,Plano,75024,528375,,3.0,4.0
1169,5912 Lindfield Court,Plano,75093,755000,,5.0,4.0
1171,4520 Refugio Drive,Plano,75024,616300,,4.0,4.0
1172,5804 Milano Drive,Plano,75093,535000,,4.0,4.0
1173,3412 Matagorda Springs Drive,Plano,75025,450000,,5.0,4.0
1174,2408 Huntington Drive,Plano,75075,349000,,4.0,3.0
1175,6904 Laramie Drive,Plano,75023,407000,,4.0,3.0
1176,4413 Oak Knoll Drive,Plano,75093,587300,,5.0,4.0
1177,6721 Denali Drive,Plano,75023,594049,,4.0,5.0
1178,6725 Denali Lane,Plano,75023,644864,,5.0,4.0
1180,3508 Curbstone Way,Plano,75074,489000,,4.0,4.0
1181,6128 Preserve Drive,Plano,75024,594900,,3.0,3.0
1182,6117 Echelon Way,Plano,75024,677900,,3.0,3.0
1183,7805 Steppington Drive,Plano,75025,330000,,3.0,2.0
1185,4536 Wilbarger Street,Plano,75024,499000,,3.0,2.0
1186,1921 Tampico Drive,Plano,75075,285000,,3.0,2.0
1187,8028 Zeppos Drive,Plano,75024,545900,,3.0,3.0
1188,768 Pierre Lane,Plano,75023,319000,,4.0,3.0
1189,4524 Refugio Drive,Plano,75024,516000,,4.0,3.0
1190,4532 Wilbarger Street,Plano,75024,531000,,4.0,3.0
1191,4808 Sunnybrook Drive,Plano,75093,665240,,3.0,4.0
1193,8024 Zeppos Drive,Plano,75024,437900,,3.0,3.0
1194,2120 Cliffside Drive,Plano,75023,454500,,4.0,3.0
1195,9821 Lightcatcher Drive,Plano,75025,325000,,3.0,3.0
1196,2005 Briarwood Drive,Plano,75074,200000,,3.0,2.0
1197,1604 Kesser Drive,Plano,75025,280000,,3.0,2.0
1198,1905 Eden Valley Lane,Plano,75093,359900,,4.0,3.0
1199,1701 G Avenue,Plano,75074,459900,,4.0,4.0
1200,8020 Zeppos Drive,Plano,75024,495900,,3.0,3.0
1201,2701 Deansbrook Drive,Plano,75093,657500,,3.0,3.0
1202,4732 Sunnybrook Drive,Plano,75093,673600,,4.0,3.0
1203,5413 Glenscape,Plano,75094,754900,,4.0,3.0
1206,3500 Ranchero Road,Plano,75093,2200000,,4.0,6.0
1207,5049 Royal Creek Lane,Plano,75093,3250000,,5.0,8.0
1228,4700 Strong Avenue,Fort Worth,76105,94900,,2.0,1.0
1229,2303 Ridgmar Plaza,Fort Worth,76116,132500,,2.0,2.0
1230,3817 E 1st Street,Fort Worth,76111,154900,,2.0,1.0
1231,4605 Norris Valley Drive,Fort Worth,76135,164900,,2.0,1.0
1232,6715 Old Stone Drive,Fort Worth,76137,169900,,2.0,2.0
1233,2504 Capri Drive,Fort Worth,76114,172000,,3.0,1.0
1234,3417 Glenmont Drive,Fort Worth,76133,190000,,3.0,2.0
1235,10132 Stoney Bridge Road,Fort Worth,76108,193000,,3.0,2.0
1236,2616 Countryside Lane,Fort Worth,76133,199900,,3.0,2.0
1237,2908 Carolina Drive,Fort Worth,76123,209990,,3.0,2.0
1238,7616 Acapulco Road,Fort Worth,76112,210000,,3.0,2.0
1239,405 Flowering Plum Lane,Fort Worth,76140,215000,,4.0,2.0
1240,8116 Autumn Creek Trail,Fort Worth,76134,218000,,3.0,2.0
1241,3512 Burton Avenue,Fort Worth,76105,220000,,3.0,2.0
1242,5901 Saddle Flap Drive,Fort Worth,76179,235000,,3.0,2.0
1243,1327 E Morphy Street,Fort Worth,76104,235000,,3.0,2.0
1244,5729 Mountain Bluff Drive,Fort Worth,76179,240000,,3.0,2.0
1245,2810 20th Street NW,Fort Worth,76106,249000,,3.0,2.0
1246,1305 W Shaw Street,Fort Worth,76110,250000,,3.0,2.0
1247,8104 Southern Pine Way,Fort Worth,76123,250000,,4.0,3.0
1248,5825 Blue Ribbon Road,Fort Worth,76179,255000,,4.0,3.0
1249,800 Salida Road,Fort Worth,76052,262900,,3.0,2.0
1250,2200 Denmark Lane,Fort Worth,76108,269900,,4.0,2.0
1251,3114 Rosen Avenue,Fort Worth,76106,275000,,4.0,4.0
1252,10804 Ersebrook Court,Fort Worth,76052,299000,,3.0,2.0
1253,2801 Maple Creek Drive,Fort Worth,76177,300000,,3.0,2.0
1254,10469 Evening View Drive,Fort Worth,76131,310000,,4.0,3.0
1255,7784 Beaver Head Road,Fort Worth,76137,318000,,5.0,4.0
1256,220 Lemley Drive,Fort Worth,76131,332000,,4.0,2.0
1257,2501 Breccia Drive,Fort Worth,76108,340000,,3.0,3.0
1258,10013 Warberry Trail,Fort Worth,76131,345000,,3.0,2.0
1259,5108 Azul Lane,Fort Worth,76036,350000,,3.0,2.0
1260,5660 Banks Road,Fort Worth,76140,355000,,3.0,2.0
1261,6005 Carmona Trail,Fort Worth,76132,369937,,2.0,2.0
1262,6641 Lake Overlook,Fort Worth,76135,381114,,3.0,2.0
1263,4900 Birchman Avenue,Fort Worth,76107,400000,,3.0,2.0
1264,432 Palmito Ranch Road,Fort Worth,76131,410000,,4.0,4.0
1265,15740 Carlton Oaks Drive,Fort Worth,76177,425000,,4.0,4.0
1266,9909 Crawford Farms Drive,Fort Worth,76244,462500,,5.0,4.0
1267,3901 Piedmont Road,Fort Worth,76116,467000,,3.0,3.0
1268,2131 Warner Road,Fort Worth,76110,674900,,3.0,3.0
1269,6705 Olympia Hills Road,Fort Worth,76132,960000,,4.0,4.0
1270,2439 Wabash Avenue,Fort Worth,76109,975000,,3.0,3.0
1271,700 Grove Street,Fort Worth,76102,1258000,,5.0,5.0
1272,1418 Meadowood Village Drive,Fort Worth,76120,103000,,1.0,2.0
1273,3614 N Harding Street,Fort Worth,76106,125000,,3.0,1.0
1274,3620 Pate Dr Drive,Fort Worth,76119,125000,,3.0,1.0
1275,6140 River Pointe Drive,Fort Worth,76114,142500,,3.0,2.0
1276,700 S Hughes Avenue,Fort Worth,76103,145000,,3.0,2.0
1277,4512 Martha Lane,Fort Worth,76103,150000,,2.0,1.0
1278,9925 Plainfield Drive,Fort Worth,76108,153900,,3.0,2.0
1279,6705 Monterrey Drive,Fort Worth,76112,171000,,3.0,2.0
1280,4620 Houghton Avenue,Fort Worth,76107,185000,,3.0,2.0
1281,6900 Van Natta Lane,Fort Worth,76112,189000,,3.0,2.0
1282,1207 S Chicago Avenue,Fort Worth,76105,189900,,5.0,2.0
1283,1035 E Harvey Avenue,Fort Worth,76104,189900,,3.0,3.0
1284,7312 Blackthorn Drive,Fort Worth,76137,198000,,3.0,2.0
1285,8724 Polo Drive,Fort Worth,76123,198000,,3.0,2.0
1286,6912 Legato Lane,Fort Worth,76134,199000,,3.0,2.0
1287,2900 Elsinor Drive,Fort Worth,76116,199000,,3.0,2.0
1288,7600 Kell Drive,Fort Worth,76112,199900,,4.0,2.0
1289,3012 Creekwood Lane,Fort Worth,76123,200000,,3.0,2.0
1290,2305 Whispering Court,Fort Worth,76133,204900,,2.0,2.0
